ID      	faithfulness   	informativeness_step	informativeness_chain	repetition_step	discourse_representation	coherence_step_vs_step
0       	0.7858347669243813	0.8064015172421932	0.9321526736021042	0.0201217383146286	0.8760965839028358	0.24763470888137817
1       	0.7818905586997668	0.8030163881679375	0.9319621920585632	0.026445791125297546	0.8769823983311653	0.8592548221349716
2       	0.8083511523225091	0.8395891416479241	0.9449558258056641	0.007027611136436462	0.23214411735534668	0.014254450798034668
3       	0.7877651397138834	0.8129794072980683	0.9390585124492645	0.01633632183074951	0.5836130380630493	0.3859795331954956
4       	0.8012075904342864	0.8341549502478706	0.941404402256012	0.017002075910568237	0.2180432677268982	0.36816149950027466
5       	0.7851969235473208	0.8052096989419725	0.9431131780147552	0.020292147994041443	0.5400283336639404	0.46917980909347534
6       	0.7789348193577358	0.8011481825794493	0.9119446128606796	0.01154567301273346	0.9676934108138084	0.5945837795734406
7       	0.8578444948563209	0.8695721492553368	0.9438407570123672	0.012645617127418518	0.0010799169540405273	0.0062329769134521484
8       	0.781103083720574	0.8051270828797268	0.9379924088716507	0.01981446146965027	0.012580931186676025	0.0019668936729431152
9       	0.7854226359299251	0.8056344900812422	0.9627585560083389	0.006519198417663574	0.028942346572875977	0.004431784152984619
10      	0.7710622413591905	0.7890638082542203	0.9344999194145203	0.005729258060455322	0.10306805372238159	0.0021523237228393555
11      	0.7610263567079197	0.7737336328083819	0.9454970210790634	0.023954689502716064	0.006643772125244141	0.0012232661247253418
12      	0.7934205358227094	0.8088736844559511	0.9415521025657654	0.03412751853466034	0.9655377343297005	0.16938650608062744
13      	0.7924527581781149	0.8158157595122855	0.9421159476041794	0.018163517117500305	0.6905477941036224	0.6766107380390167
14      	0.7644882753491402	0.8114740006625653	0.9634473472833633	0.02106054127216339	0.02015143632888794	0.0035970211029052734
15      	0.8121049841245015	0.832005790869395	0.9732614755630493	0.015679210424423218	0.7242295742034912	0.002595245838165283
16      	0.7947907646497091	0.8067293862501781	0.9246671497821808	0.02151542901992798	0.7569864839315414	0.0026850104331970215
17      	0.8086468347094276	0.8343075920235027	0.9770089983940125	0.009455844759941101	0.007735490798950195	0.004883766174316406
18      	0.8051087194018893	0.8264304068353441	0.9343129545450211	0.011987075209617615	0.9669060632586479	0.004385828971862793
19      	0.8022889137268067	0.8251131296157836	0.9517488777637482	0.012755274772644043	0.02233731746673584	0.019022107124328613
20      	0.8276447243988514	0.8588833812624216	0.959684431552887	0.029760777950286865	0.61204993724823	0.1857823133468628
21      	0.7644565242987412	0.8004444235792527	0.940017357468605	0.012408912181854248	0.004938185214996338	0.003831803798675537
22      	0.7521729639598301	0.7660970773015703	0.9187242239713669	0.020709723234176636	0.07380533218383789	0.0034038424491882324
23      	0.8117232471704483	0.8304405249655247	0.9385140389204025	0.02413150668144226	0.07582324743270874	0.12746518850326538
24      	0.789941226442655	0.7962956341604392	0.9480867385864258	0.019909173250198364	0.44122976064682007	0.01516038179397583
25      	0.8040215860713612	0.8284140234643762	0.9720678627490997	0.010687649250030518	0.012283504009246826	0.0028690099716186523
26      	0.7724202424287796	0.7962478026747704	0.9602355360984802	0.02603045105934143	0.8148300796747208	0.5152907073497772
27      	0.8073073946512662	0.8376591105300646	0.9389925748109818	0.002216160297393799	0.022409439086914062	0.012473762035369873
28      	0.7842955857515335	0.8177450284361839	0.9218254387378693	0.017193078994750977	0.12444519996643066	0.008844256401062012
29      	0.8085876084291018	0.8394417453270693	0.9496977627277374	0.02241659164428711	0.31580477952957153	0.005536139011383057
30      	0.77536641061306	0.8057261779904366	0.9637330174446106	0.017376020550727844	0.5112633109092712	0.7803462892770767
31      	0.7826539639915738	0.7908541353685514	0.9274915605783463	0.008886724710464478	0.12112712860107422	0.013289034366607666
32      	0.8222540252738528	0.8421635818150308	0.9485792219638824	0.013234660029411316	0.004269421100616455	0.01873910427093506
33      	0.7749329153448343	0.8213839204981923	0.9664236158132553	0.024729907512664795	0.9877614546567202	0.2712528705596924
34      	0.7896829545497894	0.8105385079979897	0.9491712749004364	0.022534549236297607	0.7631300985813141	0.22414922714233398
35      	0.7861280164548329	0.8099588017378534	0.9386536180973053	0.04274633526802063	0.017064690589904785	0.006997287273406982
36      	0.8162659835070372	0.8422474218532443	0.9571919292211533	0.014521688222885132	0.5989702343940735	0.036666154861450195
37      	0.7856934079900384	0.8194568534381688	0.9517565071582794	0.008718401193618774	0.6846908032894135	0.00173872709274292
38      	0.8168730542063714	0.8393815241754055	0.9500961005687714	0.0065653324127197266	0.01643747091293335	0.035664260387420654
39      	0.7671407672266165	0.7925861335049073	0.9407861679792404	0.015775710344314575	0.7924146950244904	0.009494960308074951
40      	0.8063922479748726	0.8260223048428694	0.925970733165741	0.026223614811897278	0.4393910765647888	0.010389089584350586
41      	0.761473189507212	0.7748044931462833	0.9386862218379974	0.03434854745864868	0.30894988775253296	0.0032611489295959473
42      	0.8081350394270637	0.842777295320323	0.9450214356184006	0.013262078166007996	0.009041905403137207	0.0035833120346069336
43      	0.7865319773554802	0.8236687791844208	0.9384895116090775	0.015619784593582153	0.15944558382034302	0.01735830307006836
44      	0.7659278940409422	0.7816730057820678	0.9446815848350525	0.01545301079750061	0.9087121933698654	0.015517175197601318
45      	0.8000756353139877	0.8163784854114056	0.9319660812616348	0.014097556471824646	0.8178429007530212	0.7312170267105103
46      	0.7632629424333572	0.8056313768029213	0.9441152811050415	0.002586960792541504	0.33919578790664673	0.010798811912536621
47      	0.7840952162559216	0.8162151666787955	0.9423055350780487	0.005873590707778931	0.7141242325305939	0.2271924614906311
48      	0.7710267752408981	0.7952984049916267	0.9438218474388123	0.03494557738304138	0.028839588165283203	0.005553126335144043
49      	0.7968643712145942	0.8330288992396423	0.9546372443437576	0.022565245628356934	0.0023193359375	0.0025370121002197266
50      	0.7739789545536041	0.7978254348039626	0.9198457598686218	0.02745138108730316	0.014534473419189453	0.007553756237030029
51      	0.7358043175190687	0.7522395045186083	0.933228150010109	0.019011199474334717	0.963780589401722	0.006689310073852539
52      	0.7753123063594103	0.7901197109992306	0.9285955876111984	0.022683724761009216	0.03225135803222656	0.006060957908630371
53      	0.7651007734239101	0.7912370444585879	0.9367147237062454	0.012462005019187927	0.7218266129493713	0.009754776954650879
54      	0.81361782848835	0.8277055814862251	0.9569335877895355	0.02013714611530304	0.0010083317756652832	0.0019115805625915527
55      	0.7661187723278999	0.7756832055747509	0.9534690529108047	0.03201258182525635	0.09014207124710083	0.2233588695526123
56      	0.7994789779186249	0.8125694543123245	0.9476660639047623	0.024229243397712708	0.2926495671272278	0.0017715096473693848
57      	0.8044567571745979	0.8375421149863137	0.9467096477746964	0.011814489960670471	0.7301548719406128	0.12882941961288452
58      	0.7761442119424994	0.8138737705620853	0.9547120034694672	0.01018454134464264	0.4728001356124878	0.02587437629699707
59      	0.8076695244420659	0.8387508651072328	0.9587783962488174	0.013811662793159485	0.004771709442138672	0.018379151821136475
60      	0.7909785956144333	0.8131232224404812	0.9342088997364044	0.008095502853393555	0.657887190580368	0.3722020983695984
61      	0.7659809970193439	0.7767075714137819	0.9352876842021942	0.01957497000694275	0.01486128568649292	0.0037927627563476562
62      	0.7932845557277853	0.8254611519250004	0.9465539455413818	0.005945950746536255	0.8684193789958954	0.15216702222824097
63      	0.8456067343552908	0.8634331511954467	0.9252306520938873	0.010119080543518066	0.011773169040679932	0.0023349523544311523
64      	0.7904672821362814	0.8024903486172359	0.9660854339599609	0.022807732224464417	0.9212622493505478	0.8256930559873581
65      	0.7734953363736471	0.7909598499536514	0.9392479658126831	0.03581877052783966	0.6849192380905151	0.7102671563625336
66      	0.7840183898806572	0.8024647943675518	0.9303620159626007	0.026863157749176025	0.8388553112745285	0.13344818353652954
67      	0.7787101296707988	0.80326163660114	0.9294463843107224	0.011604279279708862	0.010273635387420654	0.021311521530151367
68      	0.7595099421838919	0.796739745264252	0.9524227678775787	0.023595601320266724	0.7678878903388977	0.018954038619995117
69      	0.7826250741879145	0.8149961506326993	0.9371109902858734	0.01372113823890686	0.9047782942652702	0.7729908376932144
70      	0.7935367425282797	0.8272310222188632	0.9487644284963608	0.04070886969566345	0.4399029612541199	0.002114236354827881
71      	0.8055979609489441	0.8254005014896393	0.9401826560497284	0.021093860268592834	0.21396911144256592	0.015851974487304688
72      	0.8199348325530688	0.8341204521556695	0.9473575353622437	0.016729414463043213	0.007820844650268555	0.007728457450866699
73      	0.8061904576089647	0.8307478336824311	0.9098303467035294	0.0169980525970459	0.051425039768218994	0.27317315340042114
74      	0.8079821925896865	0.8280705621609321	0.9504055380821228	0.010690629482269287	0.018813610076904297	0.010938525199890137
75      	0.7941746587554613	0.8090157774587472	0.9234874695539474	0.025706380605697632	0.22014373540878296	0.5864588022232056
76      	0.791794187256268	0.8163007753235954	0.9316285401582718	0.03288562595844269	0.9481014162302017	0.7608350068330765
77      	0.7819473203271627	0.8200774916137259	0.9428886622190475	0.036348164081573486	0.9728674776852131	0.03459376096725464
78      	0.7625248897820711	0.7793010184541345	0.9321216940879822	0.032674044370651245	0.9441335834562778	0.4613209366798401
79      	0.7810044969831195	0.7966678979850951	0.9365808665752411	0.025579184293746948	0.8983345106244087	0.45545417070388794
80      	0.8338659505049387	0.8627539773782094	0.9611564576625824	0.02023012936115265	0.054061830043792725	0.02032572031021118
81      	0.7951377009352049	0.8153044718007247	0.9517465233802795	0.019296377897262573	0.0305902361869812	0.02821528911590576
82      	0.7972938766082128	0.82273135582606	0.9784867614507675	0.025223731994628906	0.6439134478569031	0.33214861154556274
83      	0.7390065802769228	0.7689539051868699	0.9542531818151474	0.012364193797111511	0.7896021604537964	0.0048569440841674805
84      	0.8051144033670425	0.8291028514504433	0.9395090937614441	0.0232248455286026	0.6665710210800171	0.8578339070081711
85      	0.8411324156655205	0.834714065409369	0.9500835835933685	0.011141747236251831	0.0028375983238220215	0.004427909851074219
86      	0.7962785412867864	0.8277736107508342	0.9470880329608917	0.022823572158813477	0.05857837200164795	0.0014263391494750977
87      	0.7830329909920692	0.8001704439520836	0.950334221124649	0.021420031785964966	0.7748959809541702	0.16860687732696533
88      	0.8129775268690926	0.8386033894050688	0.9347798824310303	0.019178256392478943	0.5932455360889435	0.6434603035449982
89      	0.8054174780845642	0.830174807459116	0.9552429169416428	0.03461688756942749	0.22386234998703003	0.40014082193374634
90      	0.7667610049247742	0.8048134396473567	0.9370688050985336	0.026922717690467834	0.8217786848545074	0.030593156814575195
91      	0.8189258260859383	0.8440007857150502	0.9660354852676392	0.0031196773052215576	0.0026243925094604492	0.00462186336517334
92      	0.7575176507234573	0.7807067905863125	0.9364295899868011	0.0116119384765625	0.8214916288852692	0.0028300881385803223
93      	0.8249734540780386	0.8345108541349571	0.9351386725902557	0.014113053679466248	0.007372081279754639	0.002148151397705078
94      	0.7711840584874153	0.8020396761596202	0.9567429572343826	0.0168474018573761	0.9549720138311386	0.006632983684539795
95      	0.8226193735996882	0.8444253553946812	0.9493439495563507	0.02646404504776001	0.46360570192337036	0.014289438724517822
96      	0.7906427847014533	0.8107122563653522	0.9544198513031006	0.025322571396827698	0.9513515904545784	0.21726083755493164
97      	0.8674114102667029	0.8832736727866259	0.9590611606836319	0.004595667123794556	0.0013189911842346191	0.0031450986862182617
98      	0.8180522670348486	0.8412676379084587	0.9582881182432175	0.02094253897666931	0.07859420776367188	0.013620316982269287
99      	0.8078690096735954	0.8334923706948757	0.9335666298866272	0.02256302535533905	0.1762513518333435	0.05158352851867676
100     	0.7787956620256106	0.798046709348758	0.9545011669397354	0.014613300561904907	0.5996707379817963	0.005884766578674316
101     	0.7920762933790684	0.8086681652814149	0.979420080780983	0.02409854531288147	0.11230778694152832	0.203108012676239
102     	0.8379301386220115	0.8641642261119116	0.9550410211086273	0.025424927473068237	0.9125000610947609	0.8577956259250641
103     	0.8061176432030541	0.819271305842059	0.9490882754325867	0.02764931321144104	0.14731073379516602	0.1324339509010315
104     	0.8021296731063298	0.829093276035218	0.9655119329690933	0.0035424530506134033	0.006945431232452393	0.022046566009521484
105     	0.7806531166036924	0.7977690535287063	0.9599390178918839	0.02862846851348877	0.9796456191688776	0.8031633794307709
106     	0.7848844097720252	0.8129900379313363	0.9213134199380875	0.021433085203170776	0.9168712794780731	0.7516461610794067
107     	0.8060405800739924	0.8138507232069969	0.942835807800293	0.025887608528137207	0.14009863138198853	0.016514718532562256
108     	0.8091916157440706	0.8429058747309628	0.936624139547348	0.004968687891960144	0.18364441394805908	0.2725287079811096
109     	0.7660336175135204	0.7895479688332194	0.9302298724651337	0.02588672935962677	0.31499993801116943	0.18854504823684692
110     	0.7995660205682119	0.817770583430926	0.9533362984657288	0.004982933402061462	0.9132465645670891	0.011942386627197266
111     	0.8274350147694349	0.8469134969636798	0.9526173025369644	0.02820718288421631	0.7367900013923645	0.14048540592193604
112     	0.7659129415239606	0.7706151363395509	0.9613521248102188	0.0207226425409317	0.8109839409589767	0.1098737120628357
113     	0.8672049567103386	0.8451594449579716	0.9475096762180328	0.018477067351341248	0.21271324157714844	0.04413175582885742
114     	0.8161060214042664	0.839451365172863	0.9293174743652344	0.04045364260673523	0.19088000059127808	0.013100385665893555
115     	0.7536893277005716	0.7862942858853124	0.9075770527124405	0.011120229959487915	0.16121399402618408	0.0024580955505371094
116     	0.8074253186583519	0.8389064334332943	0.9330016076564789	0.028783276677131653	0.09404391050338745	0.5773306488990784
117     	0.7798861026763916	0.8193196423351765	0.9293531328439713	0.014851361513137817	0.0026761293411254883	0.002439260482788086
118     	0.7972630009055137	0.8312787088255087	0.9370293766260147	0.014599382877349854	0.001468658447265625	0.0009323954582214355
119     	0.7893821135163307	0.81632734015584	0.93600994348526	0.012599557638168335	0.15687602758407593	0.4902108311653137
120     	0.7806647717952728	0.7895577289164066	0.94547238945961	0.027313590049743652	0.9686438739299774	0.014191091060638428
121     	0.7954095659984483	0.8230656762089994	0.9593977332115173	0.018697872757911682	0.0050223469734191895	0.003901362419128418
122     	0.773485086180947	0.8081623424183239	0.930272251367569	0.008163243532180786	0.023851871490478516	0.033788323402404785
123     	0.7822059541940689	0.818086641530196	0.9440144896507263	0.007722869515419006	0.0023190975189208984	0.009688496589660645
124     	0.7835897968875037	0.8062710218959385	0.9001553803682327	0.038849249482154846	0.02130305767059326	0.9055802673101425
125     	0.7374550737440586	0.7670201007276773	0.9180305898189545	0.03308646380901337	0.9650587029755116	0.019384562969207764
126     	0.8090597152709961	0.8382731333374978	0.9470083117485046	0.03674145042896271	0.9419779740273952	0.006277620792388916
127     	0.8036985695362091	0.825349035859108	0.9507662653923035	0.03262616693973541	0.7684556841850281	0.5597617328166962
