ID      	faithfulness   
0       	0.7806269609265857
1       	0.7887346808399472
2       	0.7956015520862171
3       	0.8194419339299202
4       	0.7921187837015499
5       	0.7875867726711127
6       	0.7824119143188
7       	0.8436359266440073
8       	0.7786806342857224
9       	0.7786656618118286
10      	0.7839264558120207
11      	0.7844808002312978
12      	0.7876951777272754
13      	0.8008731454610825
14      	0.7541219294071198
15      	0.7950942164117639
16      	0.7572805720070998
17      	0.7846428923881971
18      	0.8044307798147201
19      	0.7934014146978204
20      	0.7767455492700849
21      	0.7630683183670044
22      	0.7873317388196787
23      	0.8013304852777057
24      	0.8082878490289053
25      	0.7788646221160889
26      	0.7768378145992756
27      	0.8028150998494205
28      	0.7836790300077863
29      	0.7659560576081276
30      	0.780042015016079
31      	0.7779425723212106
32      	0.8151916726069017
33      	0.7657283461756177
34      	0.7789795398712158
35      	0.7638308584690094
36      	0.767410118665014
37      	0.7631340312461058
38      	0.8056785485574177
39      	0.7755268613497416
40      	0.7746655527088377
41      	0.7743388733693531
42      	0.8039500943639062
43      	0.8055140318778845
44      	0.7672495292499661
45      	0.8105824291706085
46      	0.7597405364116033
47      	0.777519398010694
48      	0.7658205276185815
49      	0.7971508098500115
50      	0.7778998166322708
51      	0.7348229776729237
52      	0.7991815498098731
53      	0.7664989137223789
54      	0.8121083951913394
55      	0.748240719238917
56      	0.769889663372721
57      	0.7794915775458018
58      	0.77536796606504
59      	0.8120799048079385
60      	0.7913621549422925
61      	0.8110031348008376
62      	0.7716048368149333
63      	0.8405598700046539
64      	0.7945242742697398
65      	0.7367456417817336
66      	0.760115634649992
67      	0.7761004875813212
68      	0.7472237155717962
69      	0.7822656780481339
70      	0.7516716048121452
71      	0.7777784897221459
72      	0.8272703910867373
73      	0.7884835882319344
74      	0.8120147057554938
75      	0.7833893336355686
76      	0.7821831341300692
77      	0.7870541099045012
78      	0.7591040804982185
79      	0.7824180104902813
80      	0.8144198084870974
81      	0.8112143330714282
82      	0.7593535589320319
83      	0.766833484172821
84      	0.7880561567015119
85      	0.8460449635982513
86      	0.805519870349339
87      	0.7569035970502429
88      	0.794642984867096
89      	0.774245098233223
90      	0.7718957662582397
91      	0.819244750908443
92      	0.7708531320095062
93      	0.8097699537873269
94      	0.7450793534517288
95      	0.8072661589831114
96      	0.8096648114068168
97      	0.8679124646716647
98      	0.8182967031995455
99      	0.8066119310947565
100     	0.7756528935649178
101     	0.7908005160944802
102     	0.816556878387928
103     	0.8128037246373984
104     	0.7858969611780984
105     	0.7842294524113337
106     	0.781368750333786
107     	0.7953127458691597
108     	0.8137579804117029
109     	0.7753031268715859
110     	0.7766609019958056
111     	0.7918788113377311
112     	0.8124115141955289
113     	0.8581710295243696
114     	0.8022699281573296
115     	0.7986162688050952
116     	0.8155849913756053
117     	0.7570716114714742
118     	0.7851480042392557
119     	0.7854427014078412
120     	0.811054034365548
121     	0.7891317307949066
122     	0.7720780697735873
123     	0.7801230566369163
124     	0.8052206209727696
125     	0.7433946366821017
126     	0.7864327788352966
127     	0.8177706003189087
128     	0.7983364865183831
129     	0.7608870789408684
130     	0.7909905046224595
131     	0.8134924322366714
132     	0.7844548168090674
