entropy
1.3362299
1.5555509
1.0281905
0.8602451
1.4196485
0.91923
0.68911207
0.6764574
1.2775524
1.0688118
0.6196482
0.8425859
1.1106284
0.7585619
0.9631174
1.0795453
1.0041003
0.8584174
1.2911085
1.0972879
1.1680318
0.5743583
0.818466
1.0380377
0.9918858
1.3484218
1.0978038
1.1279927
0.68639165
1.1604556
0.6194193
0.8156952
0.8832011
0.53226537
0.69690174
0.68432695
0.80651
0.9855255
0.91020626
1.1782563
1.2690282
1.1221566
1.0903199
0.52756447
1.0781251
1.0481237
1.1173521
0.6722904
0.81055486
0.7865276
0.9651226
0.9183193
1.044129
1.2820512
1.1240057
0.60024256
0.8445093
1.1248735
1.0834526
1.0754359
1.0113562
0.5917308
1.0322618
1.1166131
1.3316481
0.83165056
1.014359
1.406454
0.9872067
0.87367564
1.2039074
1.0699416
0.965188
1.0469028
0.6264162
1.2593834
0.87044686
0.8824859
0.66981065
1.2986035
0.92048866
1.8113478
1.1996373
0.9923896
1.0716199
0.9470668
0.6609063
0.977042
0.97763103
0.85293067
0.9883405
1.2735543
0.909695
1.0071409
0.71782666
0.67227066
1.3412062
1.3322778
0.8749222
1.0029712
0.9508205
0.86385447
1.4464122
0.70107776
0.48191488
1.6215065
0.9558587
0.81921035
1.0109973
0.9331418
1.2686192
1.7508004
0.9410493
1.1022375
1.0347888
0.9682212
0.8778663
1.1066506
1.0201421
1.1734155
1.6384491
0.9809348
0.8074856
1.027092
0.9925253
1.0279763
1.1770205
1.1648269
1.1689488
1.2551401
0.97184455
0.8198478
0.826942
0.9387096
0.49726427
0.9702223
1.2449254
1.0539186
1.0131823
1.1845447
1.1703188
0.5739255
1.5733722
0.88475525
1.152592
1.215636
0.76624584
0.71499056
1.5223116
0.9813827
0.9828975
1.2667603
1.4581375
0.94123423
1.6897117
1.4564246
0.4874567
0.6465331
1.5696857
0.96029216
1.3509247
1.1817807
1.5770446
1.0592266
0.5632859
0.7104827
0.7406469
1.2155037
0.79926145
1.4959574
1.1906291
0.93831164
1.1177088
0.9844311
1.2556429
0.9423178
0.7157406
1.0894656
1.0794597
1.2627077
1.1707551
0.9415754
1.2828981
0.8581369
0.94211704
0.5887968
1.166405
0.5764026
1.1688083
0.74344295
0.9633999
1.0332332
1.0285856
0.7569925
1.3868663
0.8270115
0.8330081
0.96320313
1.9137185
0.9350042
0.7420093
0.9500545
1.0905422
0.875473
1.1442326
0.9700978
1.3651052
1.0570506
1.14764
0.94826037
1.6146686
0.87321705
0.7086599
0.80371314
1.1463513
1.554745
0.9659469
1.066852
0.95341706
0.8072164
0.99320173
1.1634809
1.1599007
0.9517283
0.9053567
1.3670986
0.97872263
0.6808292
0.7807008
1.1744895
1.0998511
1.2344159
0.80323786
1.2792332
1.0743539
0.99507433
0.8774204
1.1905018
1.5277861
0.9095736
0.85562724
0.7646086
1.3064803
1.2203007
1.1073807
0.92619836
1.1943842
0.9265766
0.9031186
1.3006636
1.0290908
0.8828831
1.0719302
0.76697004
1.384277
1.2733992
1.07424
1.61725
1.2075679
1.1901019
0.6084084
1.0931513
1.2459049
0.7295644
1.0698551
0.97446996
0.73630726
1.3435972
0.838289
0.8842222
1.385814
0.96925324
0.9910966
0.6409157
0.8308988
1.8052477
0.90962154
1.3597747
1.032846
1.0828297
0.7401484
0.6816011
1.1237093
1.0651091
0.75580376
1.3115268
0.8672936
0.6535841
1.0553772
0.84874594
1.2179314
0.874928
0.8907399
0.8561219
0.6163837
0.8968903
0.9445422
0.6291075
1.5588096
1.175472
0.90270704
1.0799768
0.94021475
0.80390817
1.0314296
1.4924641
1.1849146
1.1884304
1.0775963
1.1426494
0.7934269
0.9999216
0.8854704
1.3901917
1.2043979
1.5393443
1.0511128
0.8368879
1.3199599
1.2953557
1.2574916
0.9432597
0.958037
1.2800907
1.0043241
0.9999999
0.7884538
