gradient
0.08439318
0.085801154
0.10192556
0.11286366
0.10481943
0.09121449
0.06790529
0.13216686
0.077379525
0.098877095
0.0881749
0.12298369
0.080991134
0.077537924
0.08886176
0.39819303
0.130723
0.11697167
0.09719258
0.080121085
0.10137145
0.06663972
0.13503215
0.19645037
0.0996104
0.124327555
0.115736336
0.08196087
0.07287842
0.08357222
0.066074654
0.17647788
0.08482311
0.09016301
0.08696894
0.60008955
0.08945149
0.08748439
0.102910936
0.121156245
0.10244026
0.10516582
0.10831502
0.08538668
0.10389852
0.08038342
0.16430338
0.07443673
0.16050643
0.100011565
0.11386044
0.07934885
0.11200865
0.09172535
0.0912319
0.090395704
0.10258292
0.09852846
0.10265158
0.13941592
0.13822569
0.08031246
0.10721588
0.11564266
0.08581884
0.10433422
0.11420961
0.079717934
0.116731524
0.10538479
0.10690077
0.08611435
0.18267328
0.0914691
0.0763961
0.1062201
0.08765754
0.094249606
0.07573321
0.09403784
0.10802066
0.11721375
0.20635173
0.10080649
0.1075086
0.08337766
0.069356434
0.084389344
0.25797302
0.12534359
0.101707004
0.10318696
0.07907967
0.103386186
0.083077095
0.082811326
0.119954854
0.10542618
0.19669391
0.1145623
0.1299971
0.09104462
0.101798385
0.11331451
0.10348198
0.10202025
0.112509765
0.09111412
0.08106704
0.088471755
0.118794955
0.07365329
0.11142377
0.12358303
0.11470985
0.08277045
0.08890266
0.09907144
0.09534764
0.09438637
0.10269628
0.08173543
0.1302677
0.11527107
0.49101436
0.20377296
0.09638343
0.11702947
0.27372664
0.08528642
0.08562566
0.09464347
0.07600736
2.469116
0.08724885
0.09087594
0.07839483
0.10805876
0.12664403
0.07095485
0.09215027
0.089610115
0.11482977
0.10796255
0.10380155
0.09673782
0.090154715
0.07167654
0.11258693
0.0872436
0.08249593
0.083952576
0.093223564
4.3994036
0.08778393
0.103161275
0.09043576
0.07572201
0.1022895
0.16009532
0.123362325
0.11763753
0.096329704
0.10651802
0.088259995
0.106426805
0.09172412
0.10599527
1.0284885
0.11266789
0.09506625
0.112846896
0.09048693
0.101354286
0.08727871
0.11910057
0.070231855
0.15161103
0.093343586
0.09337937
0.105077654
0.110186405
0.10382593
0.099756636
0.08544361
0.08719694
0.11595869
0.08573969
0.1113959
0.11276192
0.099760756
0.11162288
0.09438194
0.1275456
0.0935943
0.12332263
0.086005405
0.07811239
0.101347655
0.07723959
0.08745846
0.078110404
0.07893184
0.078472
0.07353419
0.12925677
0.10518454
0.09519316
0.0801364
0.15723622
0.088209525
0.11519848
0.13920307
0.08784336
0.13947628
0.09835151
0.10495155
0.4423505
0.0876624
0.100541756
0.07758343
0.098704234
0.09533177
0.113728724
0.09442219
0.10526377
0.09796412
0.112090394
0.084252685
0.097146794
0.08617419
0.12070974
0.10382502
0.10321431
0.09351992
0.112476304
0.1625688
0.13509499
0.12245574
0.05868259
0.09276515
0.07352703
0.07303265
0.10603601
0.09030032
0.12365607
0.13510686
0.06897367
0.096225865
0.10743287
0.119852595
0.096822195
0.08032267
0.1311714
0.09189667
0.08983275
0.0813252
0.095853485
0.09580596
0.1077552
0.100526415
0.10596915
0.09500927
0.09209467
0.13601477
0.07071463
0.0804888
0.39915538
0.09664814
0.07673308
0.12940262
0.070442505
0.09214406
0.12587097
0.11175316
0.08625521
0.15495464
0.101038784
0.062094815
0.099890456
0.111753345
0.09329771
0.12186356
0.09326945
0.078392774
0.1047993
0.06681648
0.06609228
0.103329614
0.10180506
0.0999717
0.09695199
0.068140596
0.095086806
0.0665534
0.13313676
0.0932261
0.06919192
0.12407655
0.11161177
0.07340211
0.08176786
0.2377105
0.08722235
0.22145407
0.1076711
0.08647545
0.089917436
0.12108385
0.094428174
0.09282784
0.12415533
0.1070886
0.07212226
0.11984621
0.09647271
0.21071841
0.08815874
0.0797773
0.11386061
0.1184974
0.091572106
0.09401337
0.0817295
0.070252
0.096573785
0.20005476
0.10561323
0.078698784
0.10048419
0.134619
0.11434193
0.072265565
0.10354854
0.082229525
0.079584174
0.11543089
0.08534375
0.12359221
0.09044657
0.0811627
0.09421376
0.08436643
0.07670044
0.09453666
0.09609339
0.110814154
0.10962683
0.10006176
0.10685475
0.12815449
0.12692109
1.4277883
0.07945438
0.10104613
0.11505392
0.1139434
0.10150628
0.105509385
0.0922479
0.08071369
0.10855038
0.12506461
0.06538764
0.8667377
0.12870157
0.10259005
0.08112616
0.09308307
0.08611089
0.087867334
0.086939655
0.123344354
0.092419215
0.118459046
0.11437777
0.09339364
0.13976657
0.06809093
0.075102344
0.13191272
0.1031574
0.12293444
0.084403105
0.11383717
0.076802045
0.09696801
0.07225953
0.14293659
0.092359714
0.12411232
0.061497428
0.091107845
0.09240034
0.09398481
0.08814672
0.09240806
0.11769967
0.0777612
0.097617894
0.07968803
0.10369499
0.13041942
0.069372155
0.07538684
0.080176085
0.1056588
0.08070407
0.12453508
0.074581355
0.09124756
0.090967596
0.10298169
0.08598912
0.0889387
0.13750017
0.083296925
0.113691
0.07528575
0.08907083
0.1164905
0.10768524
0.108471684
0.09069266
0.1429582
0.10728555
0.11293015
0.1133209
0.099681854
0.077926636
0.07690482
0.08767755
0.11314118
0.1307951
0.1172911
0.07753268
0.11284888
0.10552535
0.11162415
0.080143
0.07295052
0.14942601
0.07824977
0.09128182
0.09961048
0.094197825
2.9853473
0.08569806
0.09344128
0.31273788
0.07978264
0.098934114
0.109165505
0.063889384
0.07423508
0.07116603
0.107979126
0.074610315
0.11456902
0.09255701
0.10903998
0.12916967
0.10539946
0.10464984
0.08215398
0.084364876
0.15205356
0.07603915
0.095019646
0.10851556
0.09404938
0.103103414
0.09948307
0.3903979
0.11608415
0.12732461
0.08888724
0.07387915
0.09721929
0.10617161
0.09027009
0.07366535
0.084476344
0.16597435
0.09469098
0.12532276
0.10739314
0.09002346
0.08254412
0.088655
0.09641531
0.1747701
0.095556706
0.07591806
0.103257425
0.07542364
0.14212061
0.07137598
0.07819717
0.111451425
0.08651604
0.08317321
0.09917287
0.09238469
0.10080798
0.091567144
0.099366374
0.07290286
0.06887871
0.09015402
0.09393202
0.084802285
0.10444076
0.075707
0.10332526
0.108119816
0.09087787
0.1035362
0.9842551
0.08632394
0.84172094
0.12768808
0.08401132
0.16728872
0.08734857
0.086124845
0.1003384
0.09148819
0.07040558
0.093006074
0.13114783
0.087979764
0.090615645
0.08977102
0.095175974
0.08344917
0.123732835
0.11292844
0.0797023
0.09422992
0.08400959
0.08652514
0.08708624
0.10945244
0.08656417
0.11067486
0.109158844
0.10627802
0.09890889
0.09158463
0.08205118
0.08968106
0.08663985
0.17103103
0.09981879
0.13082549
0.20976536
0.086027384
0.08384744
0.075283736
0.14035654
0.08083074
0.07293225
0.08783862
0.09658982
0.09351367
0.083649434
0.09689623
0.08991438
0.096194625
0.110243596
0.077610485
0.0856749
0.115186244
0.13574882
0.09387204
0.09855073
0.10167654
0.14154531
0.107673295
0.09236042
0.11579528
0.08885281
0.11215023
0.108577356
0.105569035
0.09911886
0.095831424
0.10731344
0.08658762
0.10458343
0.096969165
0.094249025
0.090835914
0.18980557
0.0658071
0.13723777
0.08265382
0.061125163
0.09232393
0.11296472
0.10333324
0.08816816
0.080494605
0.082353756
0.098201975
0.0652516
0.10778927
0.079068705
0.084272474
0.117853776
0.093614414
0.14785925
0.10389614
0.075651884
0.08944624
0.07319273
0.55801946
0.11520499
0.080519766
0.24578139
0.09179385
0.08031109
0.14195862
0.11963178
0.13477564
1.5710595
0.06827007
0.12208821
0.11326876
0.09627349
0.111221686
0.10590894
0.12788944
0.090950124
0.11707051
0.095888525
0.06309123
0.14972639
0.092269585
0.09786712
0.058844864
0.10757909
0.07198963
0.054512322
0.10298081
0.09442718
0.11185826
0.10269053
0.13153982
0.08219759
0.10140599
0.057598434
0.07169275
0.091972694
0.16285354
0.0885686
0.09748745
0.11124309
0.10518564
0.061836395
0.1049913
0.089537315
0.07084955
0.08944762
0.1068964
0.082990095
0.08607089
0.09730674
0.091970064
0.13180847
0.09032154
0.08439133
0.09824496
0.107628554
0.06786589
0.0832877
0.17118964
0.10868247
0.104119696
0.09262675
0.085535675
0.10580577
0.08400661
0.106185004
0.10190603
0.087899774
0.12571971
0.10749699
0.06864043
0.10521917
0.092513196
0.093276046
0.104592614
0.100087896
0.08641383
0.09429149
0.08141066
0.10478886
0.07742189
0.110809505
0.11368315
0.08343403
0.08330409
0.07472286
0.14615634
0.11150877
0.09529954
0.10715994
0.09451416
0.09391452
0.109703764
0.07904948
0.08750939
0.113519154
0.098023444
0.08975707
0.07173366
0.12650473
0.10660917
0.098004244
0.08974193
0.079243995
0.09091525
0.07295129
0.17812434
0.09774691
0.09600014
0.08766037
0.16796413
0.1410276
0.08651279
0.064673096
0.10468717
0.1195336
0.08251219
0.088233806
0.09239668
0.07624814
0.086585164
0.12366149
0.09368078
0.13387541
0.10352998
0.083421364
0.11143663
0.080374256
0.089362055
0.085187
0.13224517
0.11276338
0.13276139
2.739605
0.12921917
0.08303937
0.104618035
0.0787846
0.0947528
0.10439938
0.10349681
0.10199818
