ID      	faithfulness   	informativeness_step	informativeness_chain	repetition_step	discourse_representation	coherence_step_vs_step
0       	0.7819666117429733	0.8178565949201584	0.9331367462873459	0.011885404586791992	0.8303030133247375	0.1473376750946045
1       	0.7865070445196969	0.8233256026038102	0.935565248131752	0.007496953010559082	0.08387112617492676	0.002551555633544922
2       	0.8021833655925897	0.8393438834792528	0.9088624268770218	0.012303709983825684	0.0190579891204834	0.013377845287322998
3       	0.7685520527037707	0.8168948008255525	0.8925514221191406	0.008047103881835938	0.0048683881759643555	0.00793313980102539
4       	0.7646734955764952	0.7913089932430358	0.8891890496015549	0.0            	0.009376585483551025	0.004367172718048096
5       	0.7740680664777756	0.818510153144598	0.901264026761055	0.008892610669136047	0.044225215911865234	0.0013570189476013184
6       	0.8441698501507441	0.8612378935019175	0.9435443729162216	0.0            	0.0008296966552734375	0.004768669605255127
7       	0.7823299609124661	0.8004823795209328	0.909962072968483	0.0038528740406036377	0.13788068294525146	0.007786810398101807
8       	0.7766758739948273	0.7982130893639157	0.8902200907468796	0.007729128003120422	0.0018683075904846191	0.0015280842781066895
9       	0.7834101364016532	0.8036330960690975	0.9309645742177963	0.015565097332000732	0.003891289234161377	0.0035790205001831055
10      	0.7847501337528229	0.8133990168571472	0.9126601219177246	0.016948282718658447	0.03290390968322754	0.0067198872566223145
11      	0.7686287716907614	0.7926571049234447	0.8977672159671783	0.018979668617248535	0.923775427043438	0.0016554594039916992
12      	0.7919729898373286	0.8141725038488705	0.9187332391738892	0.013865217566490173	0.07520616054534912	0.00230485200881958
13      	0.7640175126931247	0.8189685197145331	0.9157232344150543	0.003911077976226807	0.017320990562438965	0.00840604305267334
14      	0.7898194814721743	0.8130933692057927	0.9343694895505905	0.023404285311698914	0.02233731746673584	0.05741870403289795
15      	0.7926911305297505	0.8324819600040263	0.9292220026254654	0.020510852336883545	0.013276755809783936	0.014119148254394531
16      	0.762555391742633	0.799420908666574	0.899478405714035	0.01802830398082733	0.0030859708786010742	0.0006265044212341309
