ID      	faithfulness   	informativeness_step	informativeness_chain	repetition_step	discourse_representation	coherence_step_vs_step
0       	0.7448200434446335	0.7936613112688065	0.9324340522289276	0.02638515830039978	0.8760971203446388	0.5624287724494934
1       	0.7743326591120826	0.7910043083959155	0.9420345723628998	0.024892553687095642	0.019766271114349365	0.10635262727737427
2       	0.789355296980251	0.8207840269262141	0.9386361241340637	0.005282193422317505	0.2321447730064392	0.021003007888793945
3       	0.7573147788643837	0.7753144192198913	0.9519208073616028	0.01244346797466278	0.020207524299621582	0.02775394916534424
4       	0.7576966082507913	0.8091050135818394	0.8724625408649445	0.01189836859703064	0.01822841167449951	0.006924033164978027
5       	0.770710090175271	0.7778363602235914	0.9383605420589447	0.007653132081031799	0.7379595041275024	0.011842787265777588
6       	0.7797715262724803	0.8061239146269285	0.9315414130687714	0.004135534167289734	0.7968766540288925	0.005211353302001953
7       	0.8542575359344482	0.8753894031047821	0.9605230391025543	0.0056772381067276	0.0005835294723510742	0.0015827417373657227
8       	0.7797300359782051	0.8087531994370853	0.9348772913217545	0.0056497156620025635	0.002584218978881836	0.0023871660232543945
9       	0.7747756865094689	0.7976464294627601	0.9443857371807098	0.0045342594385147095	0.6411419808864594	0.0035997629165649414
10      	0.7748559726910158	0.792089313945987	0.9155345261096954	0.01887187361717224	0.030972778797149658	0.0042650699615478516
11      	0.7458987297380671	0.7653557923035461	0.9165214598178864	0.022573381662368774	0.001923203468322754	0.0017646551132202148
12      	0.7714625652879477	0.797659305545191	0.9470334351062775	0.015565097332000732	0.003891289234161377	0.0032927393913269043
13      	0.7759362210830053	0.7942962969342868	0.9319529086351395	0.02181670069694519	0.6929962933063507	0.07220637798309326
14      	0.7617633874927249	0.7790089292185647	0.961005836725235	0.012081176042556763	0.09495782852172852	0.005396783351898193
15      	0.7827798932790756	0.808634239435196	0.9684925824403763	0.011842936277389526	0.010157763957977295	0.0029361844062805176
16      	0.7551119315127531	0.7797009715189536	0.9309276938438416	0.021487757563591003	0.9271912127733231	0.0052568912506103516
